model_name,accuracy,precision,recall,f1,pr_auc,timestamp
Dummy,0.8363888888888888,0.0,0.0,0.0,0.1636111111111111,2026-04-23T11:32:34.546865
LR_default,0.8541666666666666,0.7135079365079365,0.19521946979574098,0.30316341610873504,0.4656128557125611,2026-04-23T11:32:34.546865
LR_balanced,0.7074999999999999,0.3209128222592047,0.7028103723018977,0.44042035853671696,0.462957020361417,2026-04-23T11:32:34.546865
DT_depth5,0.8572222222222221,0.6444470755480157,0.28518035636679706,0.393518687643423,0.44962751903135667,2026-04-23T11:32:34.546865
RF_default,0.861111111111111,0.7340649001536097,0.23940315804722584,0.3592566475880867,0.5136815308797279,2026-04-23T11:32:34.546865
RF_balanced,0.8086111111111112,0.4267157817328897,0.4720121686223382,0.44751253482942055,0.47073172876775093,2026-04-23T11:32:34.546865
